index,account,postdate,tweet,link,comments,retweets,likes,views,replysource,relevance_score,veto_reason,is_indonesian,has_topic_keyword,is_relevant,borderline
269,NurulShima_3,2025-01-11T05:01:19.000Z,"Udang Galah Masak Sos, cara saya tau:  1) Tumis 2 sudu besar bawang merah kisar sampai naik bau wangi. 2) Masukkan 4 sudu besar cili kering kisar & 2 tangkai daun kari. Biar ia masak betul, pecah minyak. 3) Masukkan 2 sudu besar sos cili & 1 sudu besar sos tiram.  4) Tuang 1/2",https://x.com/NurulShima_3/status/1877943852813984219,3,11,52,1,,-0.05725608,,True,False,False,False
270,bobereborn,2025-01-09T04:11:54.000Z,CAMPAK LAH SEUNGJAE NI DENGAN SESIAPA PUN HE WILL ALWAYS PERFORM HIS BEST,https://x.com/bobereborn/status/1877206641235350000,0,82,310,8,,-0.088188335,,False,True,False,False
271,ohitsvnna,2025-01-09T03:52:07.000Z,"kita kukus laaa pastu, paling senang sbb campak semua bahan",https://x.com/ohitsvnna/status/1877201659538870623,1,3,7,2,,-0.07224475,,True,True,False,True
272,meowjaehyuk,2025-01-08T05:34:56.000Z,"seludup camera lens pon sampai staff ime tunggu blkg aku 30 minute taknak kasi aku guna  last"" aku campak",https://x.com/meowjaehyuk/status/1876865148285055271,0,0,2,111,,-0.12673603,,True,True,False,True
273,AzfarZA,2025-01-07T16:00:23.000Z,"Masa covid I ingat orang masak maggi, main campak bahan, pastu dah habis, campak periuk apa semua, marah betul",https://x.com/AzfarZA/status/1876660161865253198,1,0,2,64,,-0.14333127,,True,True,False,True
274,namrhly,2025-01-07T06:39:02.000Z,boleh campak jauh dah nota sejarah #spm2024,https://x.com/namrhly/status/1876518891318546699,1,1,2,298,,-0.0827914,,True,True,False,True
275,Icmondrop,2025-01-06T08:24:23.000Z,"another thing humbled me is monyet uia, roommate aku lupa tutup tingkap dia attack kita sedap tengah nap dalam bilik siap rembat pizza roommate 2 lagi  campak campak oren and madu roommate 3.",https://x.com/Icmondrop/status/1876183017477308637,1,0,3,371,,-0.114261195,,False,True,False,False
276,namasayahassan,2025-01-05T07:52:27.000Z,Terpaksa drop liga Pokemon tadi anak dan isteri demam  Baby demam campak  Cornerstone for UBL leshgo,https://x.com/namasayahassan/status/1875812591186145309,2,0,4,401,,-0.02170515,,True,True,True,False
277,buliAFC,2025-01-05T06:26:39.000Z,Ini kalau paper tesis dah lama kena campak,https://x.com/buliAFC/status/1875791000247144595,0,0,0,273,,-0.07304475,,True,True,False,True
278,zahraa_zainal,2025-01-05T04:36:57.000Z,Selalunya monyet berhijrah sbb hutan habitat diorang dah dihuni manusia. So memang manusia punca utama monyet ni bertebaran. So manusia juga kena cari solusi utk kurangkan gangguan monyet.  Sama ada carikan satu port tempat campak makanan utk diorang atau takutkan dgn mercun.,https://x.com/zahraa_zainal/status/1875763394546212957,0,0,4,362,,-0.08302292,,True,True,False,True
279,kilik_panji,2025-01-05T01:05:23.000Z,"Belajar dari kasus Osama bin Laden, beliau dulu adalah alat dari negara adikuasa  setalah tidak di pakai dia di campak kan dan di buru yg akhir nya terbunuh. Kita jgn dulu bangga menjadi alat orang lain utk saling tikam sesama anak bangsa, kelak anda juga akan di campak kan",https://x.com/kilik_panji/status/1875710150105034914,0,0,1,21,,-0.052772895,,True,True,False,True
280,arhmn__,2025-01-04T14:46:41.000Z,"Brader yg dalam video ni penjual racun. Dia buat video utk promote racun yg dia jual, bukan pasal rumah dia kena kacau. Lps dia campak racun² tu, ada dia make sure semua racun² tu dh habis makan? Kalau beruk² tu bawak ice cream racun masuk rumah org lps tu budak kecik makan?",https://x.com/arhmn__/status/1875554449051283717,1,1,6,1,,-0.0838151,,True,True,False,True
281,bumilangit,2025-01-04T05:40:11.000Z,"Pagi tadi pergi pasar tani. Beli ikan cencaru sekor, suruh belah belakang. Kena RM6. Balik tu bilas, pergi belakang rumah ambik daun pisang, lumur pes ikan bakar, balut daun lepas tu campak dalam periuk ajaib, buka api perlahan. Breakfast makan ikan bakar",https://x.com/bumilangit/status/1875416917533716941,1,1,13,1,,-0.17304006,campak_as_throw,False,True,False,False
282,elpicassohombre,2025-01-04T04:47:41.000Z,"siapa yang duk kebun tahu la azab kera, monyet, babun dan seangkatan dengannya. pembiakkan beliau terlalu banyak. sekor kera boleh beranak berpuluh ekor. ada solution untuk kecilkan skala haiwan perosak ni atau ada cara alternatif lain dari campak kampung sebelah?",https://x.com/elpicassohombre/status/1875403707757769028,1,0,12,5,,-0.024801016,,True,True,True,False
283,dyoguma,2025-01-04T03:19:00.000Z,"Hm mazhab lain2 kot. Nenek nismilan duk ajar masak lemak cili api campak sume bahan dgn santan dalam periuk baru letak atas dapur then mgelegak masuk lauk, peraa, siap. Org nismilan setahunya xpakai minyak untuk masak lemak ni",https://x.com/dyoguma/status/1875381390084305320,7,9,154,17,,-0.06543155,,True,True,False,True
284,bumilangit,2025-01-04T02:11:50.000Z,Jangan campak admin bawah bas.,https://x.com/bumilangit/status/1875364484174508470,2,2,11,1,,-0.20663108,,True,True,False,True
285,AqimNizar,2025-01-03T15:17:31.000Z,Kne campak bawah bas sewa,https://x.com/AqimNizar/status/1875199820387979587,3,2,6,24,,-0.20533256,,False,True,False,False
286,sherinuull,2025-01-03T04:58:04.000Z,"2024 teraneh lagi,   masa setelah stase anak aku masuk neuro tbtb kena campak? lebih tepatnya kena virus lah tapi bentuk bentolnya kek campak (susp ketularan adek” di igd)  jadi hampir seminggu aku jaga jarak dan ketat maskeran. ttp jaga malam walau badan myalgia semua",https://x.com/sherinuull/status/1875043931836281235,3,0,9,747,,0.059357703,,True,True,True,False
287,pembasmidhemit,2025-01-11T16:06:58.000Z,"ini yg klo ngaji salah satu isinya anti vaksin. katanya itu proyek dajjal, naro chip di manusia. hahaha... bego! https://x.com/PaijoKhentirr//PaijoKhentirr/status/1878053901381046334…",https://x.com/pembasmidhemit/status/1878111369025007718,0,0,1,99,,0.023319408,,True,True,True,False
288,MiraninonLita,2025-01-09T06:40:08.000Z,"Anti vaksin PEDULI pada korban vaksin. Banyak Dokter menyembuhkan dgn EARLY TREATMENT, tapi dilarang WHO, krn jika pasien BISA DISEMBUHKAN DENGAN BANYAK CARA DAN TANPA VAKSIN,maka mandatory vaksin akan gagal. Dokter2 yg menolak vaksin covid, izin prakteknya dicabut @myletrinh123",https://x.com/MiraninonLita/status/1877243943978463610,3,4,8,580,,0.16973117,,True,False,False,True
289,fakhrulroziii,2025-01-08T06:58:58.000Z,"Itu akun saya cek ternyata anti-vaksin, makanya komennya gitu.",https://x.com/fakhrulroziii/status/1876886294275432694,1,0,1,537,,-0.03534335,,True,True,False,True
290,txtorangjualan,2025-01-07T15:07:38.000Z,"Kayaknya modelan gini satu aliran sama yang  ga ngebolehin cesar, ga boleh kb, anti vaksin, anaknya dr bayik dikasih madu Soalnya tante punya 5 anak gini juga",https://x.com/txtorangjualan/status/1876646887086010382,1,0,31,12,,0.055856213,,True,True,True,False
291,inorii_yuzuriha,2025-01-01T07:55:39.000Z,"Yg saya kritisi dari kebanyakan anti vaksin adalah suka seenaknya memvonis org ga ada kesembuhan  dan semakin menebar ketakutan, padahal plandemit sebenarnya adalah plandemit spritual yaitu dogma ketakutan. Ga ada bedanya mental dgn pemuja vaksin",https://x.com/inorii_yuzuriha/status/1874363846129049749,0,2,9,168,,0.141671,,True,True,True,False
292,S_petualang_pi,2025-01-12T05:25:07.000Z,Founder FB pun dipaksa untuk mentakedown informasi tentang efek samping vaksin,https://x.com/S_petualang_pi/status/1878312230288298111,1,9,28,1,,0.08477196,,True,True,True,False
293,mulkanjabariyan,2025-01-11T07:21:52.000Z,"Kita dr sblm masa vaksin sdh sring mengingatkan ttg efek samping vaksin dn bhayanya, tp selalu dibilang pnyebar hoax",https://x.com/mulkanjabariyan/status/1877979223677374830,1,0,2,202,,0.10918298,,True,True,True,False
294,pureblood_4ever,2025-01-11T00:56:43.000Z,Mark Zuckerberg (pemilik Meta) mengaku dipaksa hapus pembicaraan tentang efek samping vaksin,https://x.com/pureblood_4ever/status/1877882297774710940,9,198,319,20,,0.0045557916,,True,True,True,False
295,ArgubiSaki8524,2025-01-07T13:59:01.000Z,Efek samping vaksin impor ternyata mengerikan y dok.dzolim mereka semua yg sama aja beri racun pd rakyatnya,https://x.com/ArgubiSaki8524/status/1876629615307010479,1,0,9,1,,0.06485459,,True,True,True,False
296,ThatSun510,2025-01-09T00:06:27.000Z,"Kenapa Narasi speak kasus Gagal Ginjal Akut Progresif Atipikal tapi DIAM dgn KIPI vaksin covid dan imunisasi anak?  Cari tahu, #Jadipaham realita seperti hastag mereka. Jadinya, PAHAM MEREKA TIDAK SUARAKAN KEBENARAN!  Gak heran, Narasi dinvest JP Morgan",https://x.com/ThatSun510/status/1877144869929431155,1,2,2,171,,0.052979782,,True,False,False,False
297,sweetbby_el,2025-01-05T05:00:07.000Z,"Baru sadar posyandu siapa, dari tadi mikir masa ka jan debat sama ibu² mau imunisasi anak",https://x.com/sweetbby_el/status/1875769224448373101,1,0,0,76,,0.122506976,,True,True,True,False
298,puputrizahra,2025-01-01T08:01:39.000Z,"Jadi inget kmaren dikasih resep domperidon buat satu bulan sama DSA pas lg imunisasi anak. Pas kontrol ke obgyn, obgynnya blg 3hari aja cukup. Duit melayang :))) Cukup sekali aja ke dokter itu.",https://x.com/puputrizahra/status/1874365354325270823,1,0,5,2,,0.042446405,,True,True,True,False
299,blue_berets7,2025-01-11T16:28:26.000Z,"Padahal kandungan yg sama (PEG) ada di dalam vaksin covid dan vaksin anak anak lainnya  Belum lagi kandungan Thimerosal (turunan merkuri) yg ada dalam vaksinasi anak anak juga kandungan kandungan berbahaya yg lainnya seperti aluminium, formalin, Virus dll",https://x.com/blue_berets7/status/1878116772714553804,0,2,1,218,,0.09963536,,True,False,False,True
300,IsayaMwaki68729,2025-01-14T16:17:24.000Z,kipi bora sasa ????,https://x.com/IsayaMwaki68729/status/1879201156372861190,1,0,14,10,,0.0056026652,,False,False,False,False
301,ejdecency,2025-01-14T09:31:42.000Z,Chama chenu kipi?tunaenda na FAM hadi tuing'oe CCM,https://x.com/ejdecency/status/1879099058691932253,0,1,6,332,,-0.17367317,,False,False,False,False
302,ngwekoo,2025-01-14T07:59:17.000Z,Kama kipi,https://x.com/ngwekoo/status/1879075800462569740,1,0,2,119,,-0.089331545,,True,False,False,False
303,wuvjsjwo0,2025-01-30T12:53:03.000Z,the real campak dalam hutan pun boleh tidur,https://x.com/wuvjsjwo0/status/1884947938641899675,3,0,11,288,,0.023213983,campak_as_throw,True,True,False,True
304,fayyadhjaafar,2025-01-30T10:07:17.000Z,"Goreng daging cincang, campak satu sudu sos tiram, sos ikan, kicap, gula, daun basil, cili padi potong.  Tuang daging tepi nasi. Top nasi ngan teloq goreng mata.  Enjoy.",https://x.com/fayyadhjaafar/status/1884906221020619174,1,2,3,472,,-0.094858214,,False,True,False,False
305,mstaronline,2025-01-29T06:24:27.000Z,"Lepas ‘scan’ terus campak! Suami isteri hilang sabar hadap juruwang ‘moody’, sempat bagi ‘sepatah dua kata’ sebelum beredar  #mstar250129",https://x.com/mstaronline/status/1884487754664534382,0,0,1,263,,0.0052444935,,True,True,True,False
306,detikTravel,2025-01-29T01:55:57.000Z,Pelancong ke Sydney Diimbau Waspadai Penularan Campak https://travel.detik.com/travel-news/d-7753789/pelancong-ke-sydney-diimbau-waspadai-penularan-campak??utm_campaign=detikcomsocmed&utm_medium=oa&utm_source=twitter&utm_content=detiktravel…,https://x.com/detikTravel/status/1884420184972378585,0,0,0,174,,0.12056829,,True,True,True,False
307,KartunisGandum,2025-01-28T06:51:56.000Z,hahahaha campak admin bawah bas...Admin yang salah..hahaha,https://x.com/KartunisGandum/status/1884132281675370521,8,17,42,2,,-0.20544022,,True,True,False,True
308,firdausdahlanm1,2025-01-28T02:26:53.000Z,"Top 10 Lagu Terbaik 2024  1. Diam, Hael 2. Jangan Biar, Ramayan 3. All For Nothing/The Abyss, LUST 4. Campak Bintang, FT x Dato. M Nasir 5. Mungkin Ke, Dayang 6. Kamu, Aina Abdul 7. Aku Ingin, Tuju 8. Rahsia Tuhan, Noh Salleh 9. My Home is In Your Arms, Daiyan 10. Menyala, Stacy",https://x.com/firdausdahlanm1/status/1884065582481563944,3,15,23,2,,-0.079998,,True,True,False,True
309,griffinarks,2025-01-27T03:26:01.000Z,beda campak hei,https://x.com/griffinarks/status/1883718074790224325,0,0,0,24,,-0.053606972,,False,True,False,False
310,mstaronline,2025-01-27T02:52:20.000Z,"Bertengkar dengan kakak, wanita campak bayi sendiri dari tingkat atas rumah  #mstar250127  https://mstar.com.my/global/dunia/2025/01/27/bertengkar-dengan-kakak-wanita-campak-bayi-sendiri-dari-tingkat-atas-rumah…",https://x.com/mstaronline/status/1883709599171375533,0,0,1,208,,0.05847287,campak_as_throw_object,True,True,False,True
311,Astro_Gempak,2025-01-26T14:55:13.000Z,"#GempakLive: Campak lah lagu apa pun dekat @liza_aziz_official , semua beliau boleh makan!   #GegarVaganza2024  Astro Ria, Astro GO & Sooka  Ahad 9 Malam  Undi Bintang CUCKOO Paling Gempak di aplikasi X. Post #GV11XCUCKOO & #GV11<Nama Peserta> di aplikasi X",https://x.com/Astro_Gempak/status/1883529130182169022,2,1,4,864,,-0.1135245,,True,True,False,True
312,DrKhairulAnwar,2025-01-26T13:20:40.000Z,"Seronok campak tahi, cuci tangan, pastu salahkan orang lain.",https://x.com/DrKhairulAnwar/status/1883505334762996093,1,0,2,1,,-0.16668434,,True,True,False,True
313,TemahUluBanat,2025-01-26T06:58:38.000Z,Dia duk lempar handphone ke dinding. Kuat juga bunyinya. Akupun pelik talipon siapa dia campak sebab mereka bukan ada phone.  Rupa-rupanya sedang menguji ketahanan NAZA tu tadi.,https://x.com/TemahUluBanat/status/1883409193656590634,1,0,7,147,,-0.1411032,,True,True,False,True
314,iamjoelee,2025-01-25T10:18:49.000Z,Takpelah.  Cam gitu pun main campak je duit berjuta Ringgit  walaupun main setakat level pakcik2 petang2.,https://x.com/iamjoelee/status/1883097181730771233,0,1,1,198,,-0.18012232,campak_as_throw,True,True,False,True
315,ywdzaa,2025-01-25T09:32:14.000Z,"padahal waktu kecil udah disunyik campak, tapi pas udah besar mazih dicampakan",https://x.com/ywdzaa/status/1883085461419426254,71,0,43,441,,-0.0071097314,,True,True,True,False
316,amirshahmiii_,2025-01-25T08:59:33.000Z,Campak campak dlm bakul nohhh kena beratus,https://x.com/amirshahmiii_/status/1883077234103320618,0,0,2,123,,0.059248507,campak_as_throw,False,True,False,False
317,eykalshirazi,2025-01-25T06:43:08.000Z,pantang nampak dahi licin pakai serban terus anggap orang tu bidadara syurga yang jatuh dari langit… agaknya kalau campak hanjing pakai serban pun di jilat nya jugak geng walaun ni..,https://x.com/eykalshirazi/status/1883042907017654517,0,1,3,2,,-0.12853996,,True,True,False,True
318,notcandylemons,2025-01-25T03:20:59.000Z,Smokey skrng dah suka campak ii barang niii tanda protes ke ni hahahah,https://x.com/notcandylemons/status/1882992032567922870,0,0,3,15,,-0.023686498,,True,True,True,False
319,abcDee____,2025-01-24T16:54:25.000Z,Esok kerja. Belum pack barang. Harap esok sempat after work campak campak terus keluar rumah.,https://x.com/abcDee____/status/1882834353375555874,1,0,6,1,,-0.051517487,,True,True,False,True
320,walapil,2025-01-24T14:14:45.000Z,allegation bulu dada boleh campak jauh,https://x.com/walapil/status/1882794171205079544,0,0,4,269,,0.0029536784,,True,True,True,False
321,dirty_kukie,2025-01-24T06:43:03.000Z,Patut campak owner account dari KLCC..,https://x.com/dirty_kukie/status/1882680496574091688,0,0,1,29,,-0.0888762,,True,True,False,True
322,kiewspac3,2025-01-23T17:12:40.000Z,Celebrate habis kuarantin campak (?),https://x.com/kiewspac3/status/1882476555336904858,0,0,2,143,,0.06532779,,True,True,True,False
323,MrLee6541,2025-01-22T02:25:08.000Z,Wayanggg. Sendiri campak cat. Ini cat cat merah selalu geng ah long yg buat. Hahaha,https://x.com/MrLee6541/status/1881890814286250049,0,0,2,24,,-0.11163794,,True,True,False,True
324,tolakrasuah,2025-01-21T11:00:10.000Z,"Benih baik, campak ke laut jadi pulau. Betullah pepatah melayu",https://x.com/tolakrasuah/status/1881658036349243783,0,0,1,45,,0.0816375,campak_as_throw,True,True,False,True
325,nas_nobody,2025-01-20T13:02:43.000Z,Campak aja dlm laut,https://x.com/nas_nobody/status/1881326489620324539,0,0,0,16,,-0.08200687,,False,True,False,False
326,anajohar,2025-01-20T03:30:54.000Z,"Oh wow! Macam ni pemikiran pun ada ye. Kak, terajang di kepala, campak mee pedas di mata, all okay for you sebagai pengajaran kehidupan? Esok kalau anak akak kena begini, jangan pusing cakap lain pula.",https://x.com/anajohar/status/1881182587164762549,0,0,2,37,,0.03445208,,True,True,True,False
327,djk0vk,2025-01-19T05:28:50.000Z,Ini campak atau apa ya…,https://x.com/djk0vk/status/1880849881394516223,6,0,0,22500,,0.125391,,True,True,True,False
328,daboella,2025-01-18T09:42:16.000Z,"""gaji pun bayar pakai cheque""   whatever dude, kalau dah gaji minimum pun $15, dia campak atas lantai pun aq gembira",https://x.com/daboella/status/1880551271712817473,0,0,3,974,,-0.16441163,campak_as_throw,True,True,False,True
329,BloombergTZ,2025-02-17T03:35:24.000Z,"Kasus Campak Menyebar Pesat di AS, Pasien Terbanyak Anak-anak",https://x.com/BloombergTZ/status/1891330580249276910,0,0,1,69,,0.36092022,,True,True,True,False
330,DillSnelling,2025-03-13T22:04:33.000Z,Campak idiot ni dulu baru sembang,https://x.com/DillSnelling/status/1900307015731470443,0,0,11,1250,,-0.06445888,,True,True,False,True
331,ikramazlan,2025-03-13T17:55:46.000Z,Campak sini.,https://x.com/ikramazlan/status/1900244409696067911,0,0,3,67,,-0.12696646,,True,True,False,True
332,alimzazaz,2025-03-13T12:28:33.000Z,"Dan pengajaran buat warga netizen, jangan campak minyak ke api. Jangan laga2kan mereka. Bagi ruang mereka bertaubat.  Sementara kita ingatkan sesama kita bahawa kerana pergaulan bebas, mabuk relationship tergadai maruah dan harga diri.",https://x.com/alimzazaz/status/1900162062418141556,0,0,2,149,,-0.02879925,,True,True,True,False
333,mstaronline,2025-03-13T10:47:49.000Z,"Angkara cemburu, lelaki campak teman wanita dari kondo sebelum terjun  #mstar250313",https://x.com/mstaronline/status/1900136709784035724,0,0,0,276,,-0.050471663,,True,True,False,True
334,tiwikerama,2025-03-12T23:29:08.000Z,Sebagaimana kita boleh tumbangkan Kerajaan BN yg bertapak berpuluh2 tahun. Apalah sangat Kerajaan setahun jagung ini. Let's do it again next election. We don't condone corrupt leaders. Let's campak Pakatan Haprak.,https://x.com/tiwikerama/status/1899965916240322699,121,114,458,36700,,-0.03205511,,True,True,False,True
335,AqimNizar,2025-03-12T12:28:37.000Z,Mael mmg kne campak bawah bas ni,https://x.com/AqimNizar/status/1899799692554457484,1,1,6,92,,-0.13418852,,False,True,False,False
336,adobubble,2025-03-12T10:08:15.000Z,"Campak ke org, jadi husband  Eh",https://x.com/adobubble/status/1899764367937482975,5,0,18,820,,-0.059958935,campak_as_throw,False,True,False,False
337,voaindonesia,2025-03-12T10:00:16.000Z,"Wabah campak di wilayah Texas barat dan New Mexico kini mencapai lebih dari 250 kasus, dan dua orang yang tidak divaksinasi telah meninggal karena gejala-gejala terkait campak.",https://x.com/voaindonesia/status/1899762355883622742,0,0,0,295,,0.36333492,,True,True,True,False
338,WadieAzman,2025-03-12T08:42:13.000Z,"Perap dgn gohujang, bawang putih, perasa sikit. Lepas tu campak dlm air fryer. Gerenti surrr...",https://x.com/WadieAzman/status/1899742713475703259,1,0,2,27,,-0.0727981,campak_as_throw,True,True,False,True
339,zee_yusoff,2025-03-12T01:07:17.000Z,Typical Walaun. Mesti kena campak ke Borneo. Lepas tu buat perangai sini. Dupang,https://x.com/zee_yusoff/status/1899628228492599307,0,1,54,12500,,-0.0671823,campak_as_throw,True,True,False,True
340,mstaronline,2025-03-11T23:34:31.000Z,"Wendy Williams campak nota melalui tingkap, lambai tangan minta bantuan",https://x.com/mstaronline/status/1899604882044420463,0,0,0,207,,-0.04355842,,True,True,False,True
341,pinggu_pinggu,2025-03-11T16:45:49.000Z,Sbb tu la Gyu campak dia kena handle masalah Yon dgn Yeol tu,https://x.com/pinggu_pinggu/status/1899502031351775385,1,0,3,74,,-0.06541327,,False,True,False,False
342,daddydon65,2025-03-11T07:57:59.000Z,Mana geng pengiring serta bodyguard PENGERUSI persatuan peniaga dan penjaja Wilayah Persekutuan tu? Orang penting tu. Kalian selama ni dah makan sedap sekarang campak tua kutuk ni bawah bas? Keputusan terbaik. Nanti boleh jumpa dia yang lusuh bawa tin milo depan masjid India.,https://x.com/daddydon65/status/1899369194589979027,0,3,54,8036,,-0.10644883,,True,True,False,True
343,catchmeupco,2025-03-11T07:07:35.000Z,"Udah dibilangin, vaksin itu penting! Tapi ternyata banyak yang tetap nolak. Sekarang campak merajalela lagi di US.",https://x.com/catchmeupco/status/1899356510393979036,1,8,13,3400,,0.18755952,,True,True,True,False
344,AnuarF2,2025-03-10T23:34:27.000Z,"SOKONG !!   bak kata pepatah .. benih2 baik nie campak ke laut jadi pulau, campak ke darat jadi gunung !!  TQ YB RR !!",https://x.com/AnuarF2/status/1899242476139163698,0,0,5,1962,,-0.018531203,campak_as_throw,True,True,False,True
345,jimmyyummybear,2025-03-10T09:12:02.000Z,Harini masak kuey tiaw goreng campak campak!,https://x.com/jimmyyummybear/status/1899025443325419933,0,0,3,336,,0.03989005,,False,True,False,False
346,NoorNazrie,2025-03-10T05:18:55.000Z,"Setelah kalian ambil suara nya kalian campak kan,",https://x.com/NoorNazrie/status/1898966775494267140,0,0,18,1417,,-0.09331143,,True,True,False,True
347,hanan052020,2025-03-10T00:38:13.000Z,"yg harus jadi pertanyaan sebenarnya adalah seberapa banyak kasus kematian benar2 tereduksi (ie. kemanjuran) oleh vaksinasi campak, dimana death rate nya sudah sangat rendah pada saat pertama kali diberikan ke publik",https://x.com/hanan052020/status/1898896139010908319,0,0,4,53,,0.23811597,,True,True,True,False
348,hanan052020,2025-03-10T00:34:07.000Z,"grafik kedua itu bisa misleading.. karena dalam membanding antara campak Vs. Vax campak harus melalui randomized control.  Knp misleading, karena bisa diberikan argumentasi kematian campak rendah krn tingkat vaksinasi tinggi.. maka hanya bisa dijawab melalui randomized control",https://x.com/hanan052020/status/1898895105446289694,3,0,4,182,,0.21213445,,True,True,True,False
349,ThatSun510,2025-03-10T00:29:40.000Z,"Apapun propagandanya, jadilah masyarakat dunia yg melek kebenaran. Kematian karena campak jauh lebih kecil daripada karena vaksin campak.  Data nyata!!! Case closed, STOP Vaksin!   @StopPlandemit @MiraninonLita",https://x.com/ThatSun510/status/1898893983700684838,3,36,45,2305,,0.17394596,,True,True,True,False
350,batampridee,2025-03-09T14:09:14.000Z,"Eh lu gua lihat lihat sok baik banget sm anak gua kampret, campak laot aja sono",https://x.com/batampridee/status/1898737848020603323,0,1,1,608,,0.01307416,,True,True,True,False
351,twittisz,2025-03-09T11:40:49.000Z,Siap dong... Aku kan udah imunisasi lengkap. Minggu lalu aku baru imunisasi campak biar kamu gak mencampakkan aku,https://x.com/twittisz/status/1898700497802125517,1,0,3,65,,0.15096167,,True,True,True,False
352,CNNIndonesia,2025-03-09T08:26:31.000Z,Kasus Meninggal Akibat Wabah Campak di AS Bertambah,https://x.com/CNNIndonesia/status/1898651602313224400,0,0,2,2189,,0.31365052,,True,True,True,False
353,voaindonesia,2025-03-08T18:11:13.000Z,"Wabah campak di barat daya Amerika Serikat menewaskan dua orang dan menginfeksi lebih dari 200 lainnya, mendorong badan kesehatan di negara itu mengeluarkan peringatan perjalanan.",https://x.com/voaindonesia/status/1898436356885647464,0,0,0,444,,0.2683111,,True,True,True,False
354,ooranium,2025-03-08T12:19:02.000Z,selamat hari perempuan <3 yg bukan perempuan campak laut aja,https://x.com/ooranium/status/1898347728440090655,0,1,2,128,,-0.03442532,,True,True,False,True
355,snowAbjkMRstY,2025-03-08T10:57:37.000Z,Ayam goreng kunyit Sambal penyet Kepah (masak campak²) Kari telur Selamat berbuka everyone!,https://x.com/snowAbjkMRstY/status/1898327237063053406,0,0,15,282,,-0.11007681,,True,False,False,False
356,hppydprss,2025-03-08T07:43:41.000Z,Si bangsat ni elok mati lepastu campak dalam neraka terus,https://x.com/hppydprss/status/1898278433190559907,0,0,2,654,,-0.14623764,campak_as_throw,True,True,False,True
357,kenapagarang,2025-03-08T04:31:55.000Z,Jangan lupa melayu kurma campak molotov dan cubaan membakar kedai.,https://x.com/kenapagarang/status/1898230172937339291,0,0,2,25,,0.03249991,,True,True,True,False
358,hmetromy,2025-03-08T02:25:57.000Z,#Washington Wabak campak yang menular di barat daya AS mengorbankan dua mangsa dan menjangkiti lebih 200 sehingga agensi kesihatan terpaksa mengeluarkan amaran perjalanan.,https://x.com/hmetromy/status/1898198473150976263,0,0,3,749,,0.04937941,,False,True,False,False
359,sicfallacy,2025-03-07T08:09:59.000Z,Campak batu kena kepala datuk lepas tu kena kepala datuk something something.,https://x.com/sicfallacy/status/1897922663882145973,1,9,11,1,,-0.09683048,,True,True,False,True
360,ayam_jihad,2025-03-06T15:16:55.000Z,"Today gonna cook ayam gepuk and ketayap!  Stress gue dengan thesis ni. Campak masuk kuali kan mudah, kalau boleh.",https://x.com/ayam_jihad/status/1897667716611223949,1,0,1,86,,-0.07523559,,True,True,False,True
361,najjihuh,2025-03-05T12:01:28.000Z,My first nasi goreng campak-campak Sedap sangattt Alhamdulillah. Ayam bakar kicap madu pun paduuu. Makan ngan timun cikitt.  Suami puji melambungg hehe malu,https://x.com/najjihuh/status/1897256143984189476,4,1,12,1026,,-0.031604856,,True,True,False,True
362,beritartm,2025-03-03T03:24:49.000Z,"Kennedy, who was recently sworn in as Health Secretary, has previously often made misleading claims regarding the safety of the measles, mumps, and rubella (MMR) vaccine. https://berita.rtm.gov.my/dunia/senarai-berita-dunia/senarai-artikel/robert-f-kennedy-jr-sokong-penggunaan-vaksin-campak…  'Yang sahih di Berita RTM' #RTM #BeritaRTM #MalaysiaMadani #TaatSetia",https://x.com/beritartm/status/1896401348117299611,0,0,0,189,,-0.014790654,,False,True,False,False
363,thisisnyanfams,2025-03-10T21:33:08.000Z,"Di sini banyak bgt yg anti-steril, anti-vet, anti-vaksin.  Giliran beranak terus yaa gitu, dibuangin",https://x.com/thisisnyanfams/status/1899211945309511855,1,1,20,1748,,0.06569868,,True,True,True,False
364,EastMister0822,2025-03-07T03:17:48.000Z,"yang lawaknya dia pun anti vaksin, bukan mufti wajibkan ke? kato taqlid",https://x.com/EastMister0822/status/1897849132779553169,1,0,2,210,,-0.02228722,,True,True,True,False
365,TunggalWar51509,2025-03-03T22:57:52.000Z,"Carolina selatan ada senatornya, si lindsey graham. Dia ne sdh bau tanah tpi zionis sejati dan anti vaksin. Dia juga bilang ""habisi saja  orang Palestine dengan bom nuklir, masalah selesai""",https://x.com/TunggalWar51509/status/1896696554842653145,0,3,8,443,,0.0009251833,,True,True,True,False
366,dr_koko28,2025-03-02T12:05:33.000Z,Puasa-puasa begini di-tag info sesat sama akun2 anti vaksin. Auto block. Maaf saya sedang berpuasa   Kalau anda mau ambil kesimpulan sendiri silakan. Tapi jangan ngajak-ngajak orang lain yang ujungnya bakal bikin mereka potensial untuk lebih rentan sakit.  Mana ngejek pula.,https://x.com/dr_koko28/status/1896170005127172147,2,1,17,1390,,-0.013729066,,True,True,True,False
367,RAKemal,2025-03-01T23:58:27.000Z,Tbh argumen serupa ga bisa dipake kalau konteks anti-vaksin ga sihhhhh  Teringat wabah measles di Amrik.,https://x.com/RAKemal/status/1895987024995528931,2,2,11,6880,,0.17719108,,True,True,True,False
