index,account,postdate,tweet,link,comments,retweets,likes,views,replysource,relevance_score,veto_reason,is_indonesian,has_topic_keyword,is_relevant,borderline
1919,FaizalOktaW,2026-02-18T02:41:07.000Z,Lho di FB lebih menjamur lagi tuh. Sarangnya malah,https://x.com/FaizalOktaW/status/2023950877703238037,0,0,0,888,https://x.com/karimnas_/status/2023877331715240132,0.12721546,,True,True,True,False
1920,andrsdwang,2026-02-18T03:46:32.000Z,"Biasa gini emang IRT. Di rumah nganggur, otak kopong, baca artikel bentar di internet langsung berasa jago.",https://x.com/andrsdwang/status/2023967341361721459,0,0,0,439,https://x.com/karimnas_/status/2023877331715240132,0.119233415,,True,True,True,False
1921,dokterapin,2026-02-21T09:50:52.000Z,"Keluhan lain: anaknya jadi lebih sering muntah. Kadang sulit membedakan dengan gumoh wajar. Tapi orangtuanya menyampaikan: ini tidak seperti biasanya. Status gizinya baik. Apa yang membuat bayi yang sebelumnya sehat dan normal perkembangannya, lalu mundur?",https://x.com/dokterapin/status/2025146194968871156,1,5,55,34,https://x.com/dokterapin/status/2025203127721582825,0.17654282,,True,True,True,False
1922,dokterapin,2026-02-21T09:58:30.000Z,"Sebagai dokter saraf anak, saya harus memastikan apakah ada masalah dengan susunan saraf pusatnya (otaknya)? Dari pemeriksaan fisik, saya minta CT scan kepala dilakukan.  Hasilnya: massa tumor cukup besar, memenuhi hampir sepertiga ruang otaknya.",https://x.com/dokterapin/status/2025148114622202026,6,28,190,29,https://x.com/dokterapin/status/2025203127721582825,0.04971695,,True,True,True,False
1923,dokterapin,2026-02-21T10:45:33.000Z,"Lokasinya belum sampai menekan batang otak. Hampir. Sudah menimbulkan sumbatan pada aliran cairan otak, menyebabkan hidrosefalus. Dugaan sementara entah ependimoma, meduloblastoma, atau mungkin glioma. Harus diperiksa lebih lanjut dengan MRI kepala. Juga pasang VP shunt sementara",https://x.com/dokterapin/status/2025159954353799447,1,9,89,28,https://x.com/dokterapin/status/2025203127721582825,0.092526495,,True,True,True,False
1924,dokterapin,2026-02-21T10:50:55.000Z,"Inilah yang namanya KOINSIDENS. Terjadi 2 hal dalam waktu berurutan atau mungkin bersamaan. TIDAK ada hubungan sebab-akibat (kausalitas). Tapi SERING dianggap ada hubungan. Vaksin menyebabkan kelumpuhan otak. Padahal kelumpuhan BUKAN karena vaksin, tetapi karena penyebab lainnya.",https://x.com/dokterapin/status/2025161306815570378,3,199,577,30,https://x.com/dokterapin/status/2025203127721582825,0.09564909,,True,True,True,False
1925,dokterapin,2026-02-21T11:15:04.000Z,"Ini hanyalah salah satu dari sekian banyak KOINSIDENS yang terjadi sebagai ""Kejadian Ikutan Pasca Imunisasi (KIPI)"". Masyarakat seringkali membuat kesimpulan dan narasi sendiri ketika terjadi kondisi berat setelah anak divaksin, dianggap karena vaksinnya. Padahal BUKAN.",https://x.com/dokterapin/status/2025167384211055054,2,53,242,27,https://x.com/dokterapin/status/2025203127721582825,0.19563103,,True,True,True,False
1926,dokterapin,2026-02-21T13:01:44.000Z,Inilah pentingnya INVESTIGASI tiap kali terjadi penyakit/kondisi berat pasca imunisasi. Untuk melihat: apakah vaksin menjadi PENYEBAB kondisi tersebut? Atau memang tidak ada hubungan. Tetapi sudah keburu menjadi asumsi dan opini liar di masyarakat: vaksinlah penyebabnya!,https://x.com/dokterapin/status/2025194224485101728,1,22,87,17,https://x.com/dokterapin/status/2025203127721582825,0.16370118,,True,True,True,False
1927,dokterapin,2026-02-21T13:43:07.000Z,"Pertemuan pembahasan berbagai laporan yang masuk terkait KIPI rutin diadakan, melibatkan Komnas/Komda PP KIPI. Maka jelas sekali apakah kausalitas/koinsidens. Sayangnya di lapangan, cukup banyak kejadian yg tidak disampaikan ke Komda/Komnas PP KIPI dan dibiarkan menjadi asumsi.",https://x.com/dokterapin/status/2025204641651408926,1,5,26,13,https://x.com/dokterapin/status/2025203127721582825,0.12508187,,True,True,True,False
1928,dokterapin,2026-02-21T14:02:58.000Z,"Ini pula yang menjadi ""bahan bakar "" sekelompok orang yang tidak paham kelimuan, bahkan mencoba ""cocokologi"", dan menyebarkan misinformasi bahkan DISINFORMASI alias berita bohong (hoax) terkait vaksin.  Ini terjadi di banyak negara, baik yang tergolong maju, apalagi terbelakang.",https://x.com/dokterapin/status/2025209635935043671,1,9,54,11,https://x.com/dokterapin/status/2025203127721582825,0.16111721,,True,True,True,False
1929,dokterapin,2026-02-21T14:26:22.000Z,"Sebelum menutup utas, saya perkenalkan diri: saya Arifianto, dokter spesialis anak subspesialis neurologi. Penulis buku ""Yakin dengan Vaksin dan Imunisasi?"". Pasien2 saya anak2 dengan berbagai gangguan saraf otak. Salah satunya autisme. Tidak ada hubungan vaksin dengan autisme",https://x.com/dokterapin/status/2025215526184911107,3,9,62,10,https://x.com/dokterapin/status/2025203127721582825,0.1354995,,True,True,True,False
1930,dokterapin,2026-02-21T14:32:11.000Z,"Balik ke kasus yg saya share. Vaksin bukan penyebab tumor otaknya ya. Bukan juga ""bahan yang mengaktifkan "" tumor otak. Benar-benar 2 kondisi yang tidak saling terkait. Kebetulan saja kejadiannya setelah imunisasi. Tidak ada hubungan sama sekali.",https://x.com/dokterapin/status/2025216987706917056,1,9,39,9,https://x.com/dokterapin/status/2025203127721582825,0.14010647,,True,True,True,False
1931,dokterapin,2026-02-21T15:00:51.000Z,"Kasus tumor otak pada bayi memang langka. Kebetulan saja gejalanya baru tampak pada usia 4 bulan lewat tersebut. Tanpa pemeriksaan pencitraan seperti CT scan/MRI, diagnosis tidak akan pernah diketahui. Bayangkan di daerah yang terbatas fasilitas kesehatannya.",https://x.com/dokterapin/status/2025224201666437397,1,7,40,9,https://x.com/dokterapin/status/2025203127721582825,0.14310446,,True,True,True,False
1932,dokterapin,2026-02-21T15:01:55.000Z,"Mungkin ini juga sebab banyak kasus kesehatan tidak tuntas investigasi diagnosisnya.   Saya berdoa kepada Allah, agar mengangkat penyakit bayi ini, dan memberikannya kesembuhan sempurna. Aamiin",https://x.com/dokterapin/status/2025224471406412090,1,3,74,8,https://x.com/dokterapin/status/2025203127721582825,0.13869983,,True,True,True,False
1933,sdenta,2026-02-18T11:05:38.000Z,Gampang aja. Saya kasih contoh sederhana buat yang mau mikir. Tahun 2010 ada sekitar 4 juta anak Indonesia divaksinasi. Ada berapa juta laki2 lebih feminim dan perempuan lebih maskulin usia 15-16 tahun saat ini di Indonesia?,https://x.com/sdenta/status/2024077845375623680,79,443,2724,475,https://x.com/sdenta/status/2024099308694344150,0.11207031,,True,True,True,False
1934,sdenta,2026-02-18T11:41:31.000Z,"Persentase yang disampaikan pak Prabowo itu numeratornya sudah terbukti ada. Nah coba dijawab, ada berapa laki jadi feminim dan perempuan jadi maskulin yang terbukti karena efek samping vaksin? Dengan denominator yang jelas kan bisa kehitung risikonya sebesar apa.",https://x.com/ch4o5Myth/status/2024086874630087036/photo/1,2,2,97,70,https://x.com/sdenta/status/2024099308694344150,0.06968789,,True,True,True,False
1935,ch4o5Myth,2026-02-18T12:47:22.000Z,gimana bisa awam tahu data2 seperti itu jika @KemenkesRI saja menutup data KIPI hingga akhirnya @TedInvestigasi bawa ke pengadilan.  tapi yang jelas kasus pesta seks atau kekerasan seksual sesama jenis dah kek jamur dimusim hujan!!  https://komisiinformasi.go.id/read/02/08/2025/KI-Pusat-Selesaikan-Dua-Sengketa-Informasi-Publik-LSM-YAKIN-dengan-BPOM-dan-Kemenkes…,https://x.com/ch4o5Myth/status/2024103449210548514,1,0,4,822,https://x.com/sdenta/status/2024099308694344150,0.11345413,,True,True,True,False
1936,monkeypowerr,2026-02-18T14:26:28.000Z,"Dok, gak paham mereka   Wkwk",https://x.com/monkeypowerr/status/2024128385568453118,1,0,0,1,https://x.com/sdenta/status/2024099308694344150,0.08696677,,True,True,True,False
1937,kesrempettkuda,2026-02-22T03:06:48.000Z,Terharu melihat user kelixmann akhirnya ngetwit sesuatu yang berhubungan dengan medis setelah kemarin full marah-marah,https://x.com/kesrempettkuda/status/2025406895985717375,1,0,0,99,https://x.com/kelixmann/status/2025404782786273386,0.11860433,,True,True,True,False
1938,kelixmann,2026-02-22T03:07:16.000Z,Ini atmin minggu pagi yg ngtwt,https://x.com/kelixmann/status/2025407012373496205,1,0,0,94,https://x.com/kelixmann/status/2025404782786273386,0.15088055,,False,True,False,False
1939,ronaldhakim_07,2026-02-21T07:56:05.000Z,"BELAJARLAH PARENTING SAMPAI KAMU PAHAM PERAN AYAH  1.Ayah memberi arah dan struktur. 2.Kehadiran ayah menenangkan anak. 3.Sikap ayah membentuk rasa aman. 4.Ketegasan ayah melatih batas. 5.Konsistensi ayah menumbuhkan percaya diri.  → Ayah bukan pelengkap, tapi penopang",https://x.com/ronaldhakim_07/status/2025117308973449391,13,895,2967,52,https://x.com/NakesPuskesmas/status/2025130313643700570,0.12463926,,True,True,True,False
1940,bluecandleway,2026-02-21T02:34:46.000Z,Untuk scaling alurnya gimana?  Ke dokter umum dulu atau langsung cari drg?,https://x.com/bluecandleway/status/2025036443136262185,7,0,0,14,https://x.com/LambeSahamjja/status/2025035424398541139,0.16280752,,True,True,True,False
1941,andyxnora,2026-02-21T05:50:07.000Z,Setahuku imunisasi anak ke DSA ga bisa pake bpjs. Kenapa? Karena udah ada imunisasi gratis di posyandu dan puskesmas jadi imunisasi di DSA itu terhitung umum.,https://x.com/andyxnora/status/2025085606137880879,4,1,0,5,https://x.com/LambeSahamjja/status/2025035424398541139,0.208944,,True,False,False,True
1942,rosyidaa_mm,2026-02-21T14:15:25.000Z,"Wkwkwk tambal gigi di puskesmas ngga dibersihin atau dibor dulu gitu, jadinya jelekk, alhasil ngulang nambal lagi di klinik gigi tanpa bpjs...",https://x.com/rosyidaa_mm/status/2025212768459391203,0,0,1,403,https://x.com/LambeSahamjja/status/2025035424398541139,0.15175223,,True,False,False,True
1943,brightly____,2026-02-21T07:48:09.000Z,Kata temenku yg di kesehatan dia juga bilang sistem bpjs kita tuh sebenernya ok bgt. Krn kita ada faskes I kaya puskesmas atau klinik jd ga numpuk bgt di rs. Walopun nyatanyan untuk spesialis ttp bakalan antri. Tp oke lah dengan harga murah gitu dibanding asuransi kesehatan.,https://x.com/brightly____/status/2025115310525735178,0,0,1,935,https://x.com/LambeSahamjja/status/2025035424398541139,0.12621686,,True,False,False,True
1944,findsbyfii,2026-02-21T10:19:56.000Z,"kak aku masih 21 tahun tapi mempergunakan bpjs buat cabut gigi bungsu, PSA even prosesnys cukup lama cmn sangat berguna untuk tidak membaysr perawatan yg berjuta juta itu",https://x.com/findsbyfii/status/2025153506957758956,0,0,1,593,https://x.com/LambeSahamjja/status/2025035424398541139,0.14493322,,True,True,True,False
1945,fazar_gilang,2026-02-21T08:31:22.000Z,Gak usah terlalu buzzer semua itu harus ada indikasi medis nya dan sesuai rekomendasi dokter Gak tiba-tiba bisa minta tindakan itu begitu saja,https://x.com/fazar_gilang/status/2025126187958473173,0,0,1,392,https://x.com/LambeSahamjja/status/2025035424398541139,0.17149454,,True,True,True,False
1946,rizal_septyan,2026-02-21T08:26:04.000Z,"Pernah nanya ke bagian administrasi faskes bpjs, scalling gak bisa pakai bpjs. Tapi gatau juga di klinik lain bisa atau tidak belum pernah nyoba",https://x.com/rizal_septyan/status/2025124853452603674,0,0,1,482,https://x.com/LambeSahamjja/status/2025035424398541139,0.18381119,,True,False,False,True
1947,xeraxon,2026-02-21T05:37:19.000Z,coba jelasin dimana scaling bisa pake bpjs? ditempatku ditolak mulu tu kecuali mandiri,https://x.com/xeraxon/status/2025082386879578407,0,0,0,687,https://x.com/LambeSahamjja/status/2025035424398541139,0.15103376,,True,True,True,False
1948,amaliaak303,2026-02-21T13:38:25.000Z,Suda 2x perawatan obgyn di RS dibantu BPJS yang kalau dihitung udah puluhan juta.  Bener² itu di luar perkiraan bakal kejadian.,https://x.com/amaliaak303/status/2025203459830808821,0,0,1,154,https://x.com/LambeSahamjja/status/2025035424398541139,0.15961781,,True,True,True,False
1949,Roastedcasheew,2026-02-21T06:02:55.000Z,Dsa mana yg bs pake bpjs untuk vaksin kak? Vaksin gratis posyandu mungkin maksudnya,https://x.com/Roastedcasheew/status/2025088826197323895,0,0,1,418,https://x.com/LambeSahamjja/status/2025035424398541139,0.1756486,,True,True,True,False
1950,Reza_ar2194,2026-02-21T05:45:17.000Z,"tp BPJS lg kurang uang, makanya banyak yg di non-aktifin",https://x.com/Reza_ar2194/status/2025084390280495443,0,0,1,368,https://x.com/LambeSahamjja/status/2025035424398541139,0.1737149,,True,True,True,False
1951,Irsa663282,2026-02-21T07:54:46.000Z,Minimal bgt ga usah percaya sama negara,https://x.com/Irsa663282/status/2025116977162059870,0,0,0,16,https://x.com/LambeSahamjja/status/2025035424398541139,0.15933362,,True,True,True,False
1952,yayyawithlove,2026-02-21T19:37:06.000Z,"Oh iya guys bpjs emg sepenting itu, dulu pernah tmnku gk punya bpjs dann tbtb sakit yg mengharuskan utk dioperasi eh krn ada kesalahan data di KKnya jd gbs urus mendadak ujung2nya hrs mandiri ngeluarin uang puluhan jt jd sebisa mungkin pastiin bpjs kalian aktif yaaa",https://x.com/yayyawithlove/status/2025293722796302724,0,0,0,40,https://x.com/LambeSahamjja/status/2025035424398541139,0.14326128,,True,True,True,False
1953,yayyawithlove,2026-02-21T19:31:26.000Z,"Yashhh bener bangetttt! Dulu pas coolyeah krn jadwalnya fleksibel aku jd bolak-balik puskesmas utk ngerawat gigi, mulai dr scalling, cabut gigi, dan tambal gigi. Inget banget dulu masih jamannya covid jadi tiap hari di rapid test sampe udh biasa rasanya dirapid",https://x.com/yayyawithlove/status/2025292295990641146,0,0,0,181,https://x.com/LambeSahamjja/status/2025035424398541139,0.12504435,,True,False,False,True
1954,conDoriano87,2026-02-21T16:42:31.000Z,Bagaimana cara scaling pake bpjs ?,https://x.com/conDoriano87/status/2025249786270810309,0,0,0,11,https://x.com/LambeSahamjja/status/2025035424398541139,0.16596898,,True,True,True,False
1955,andihiyat,2026-02-20T15:03:28.000Z,Sebutkan satu barang yang kamu pikir murah ternyata harganya mahal banget,https://x.com/andihiyat/status/2024862471840989352,1562,1608,4071,2,https://x.com/dinaskegelapan/status/2024881294669488558,0.022230983,,True,False,False,False
1956,trtrdw,2026-02-20T21:16:45.000Z,"Mantap bgt imunisasi di dsa tuh  Tapi semoga rezekinya selalu dilancarkan, demi anak.",https://x.com/trtrdw/status/2024956413139976432,1,0,0,173,https://x.com/dinaskegelapan/status/2024880743189778645,0.17778575,,True,False,False,True
1957,dinaskegelapan,2026-02-21T00:38:13.000Z,Aamiin aamiin gak kuat ya liat dpt anak demam wkwk,https://x.com/dinaskegelapan/status/2025007114834640942,0,0,0,116,https://x.com/dinaskegelapan/status/2024880743189778645,0.18129352,,True,False,False,True
1958,ghitanaira,2026-02-20T20:55:21.000Z,"aslinya mah semua ibu pengen anak imunisasi di DSA yg anti drama demam jadi gak repot, tapi apa daya",https://x.com/ghitanaira/status/2024951026235969746,1,0,0,177,https://x.com/dinaskegelapan/status/2024880743189778645,0.18425488,,True,False,False,True
1959,dinaskegelapan,2026-02-21T00:38:57.000Z,Bener bener diluar kemampuan nasyarakat indo pada umumnya ye ngeri,https://x.com/dinaskegelapan/status/2025007300294180877,0,0,0,117,https://x.com/dinaskegelapan/status/2024880743189778645,0.12732044,,True,False,False,True
1960,NakesPuskesmas,2026-02-18T02:19:26.000Z,"Kalau hasil tanya-jawab dengan orang tua di Posyandyu, ada beberapa alasan kenapa orang tua menolak anaknya diimunisasi:  1) Takut anaknya demam Ini alasan paling sering karena katanya kalau anaknya demam, orang tuanya bakal kewalahan.   2) Ayah atau neneknya tidak mengizinkan Nyatanya keputusan imunisasi anak tdk seutuhnya berada di tangan ibunya, melainkan izin dari ayah atau bahkan neneknya. Sayangnya kita jarang sekali bsa kontak dengan mereka karena kebanyakan yg bawa anaknya ke posyandu adalah ibunya.  3) Memiliki trauma masa lalu Boleh jadi saat anaknya atau keluarganya ada yg anaknya diimunisasi, mengakibatkan demam panas sampai harus dirawat, membuat sebagian orang tua enggan melanjutkan kembali imunisasi sehingga berakibat putusnya imunisasi. Adapula yang mengatakan takutnya ayahnya murka lagi pasca anaknya demam.  4)Beranggapan anaknya sehat-sehat saja Orang tua seperti ini biasanya menganggap imunisasi tidak penting karena anaknya sehat-sehat saja. Padahal sasaran imunisasi memang untuk anak sehat dan sifatnya untuk pencegahan.  5) Termakan Hoaks Adanya hasutan bahwa imunisasi yang disuntikkan ke anak mengandung bahan berbahaya mengakibatkan sebagian orang tua enggan mengimunisasi anaknya. Sudah bersyukur banget bahkan kalau orang tuanya tetap mau membawa anaknya ke posyandu.",https://x.com/afrkml/status/2023945423124303891/photo/1,0,1,3,303,https://x.com/NakesPuskesmas/status/2023992281674772924,0.23247144,,True,False,False,True
1961,ainunnajib,2026-02-20T21:50:41.000Z,"bener ini, waspadai keluarga besar yang anti-vaksinasi anak-anaknya https://x.com/Maeliani07/sta/Maeliani07/status/2024677473527747008…",https://x.com/Maeliani07/status/2024677473527747008,1,1,18,2183,https://x.com/ainunnajib/status/2024964952411517299,0.13269049,,True,True,True,False
1962,thomaschandra,2026-02-21T01:24:22.000Z,Yang lagi wabah di Surabaya: Cacar air  Flu singapura,https://x.com/thomaschandra/status/2025018729722155270,0,0,1,174,https://x.com/ainunnajib/status/2024964952411517299,0.15162382,,True,False,False,True
1963,mamakchayank,2026-02-27T09:41:05.000Z,"RIP  , btw yg meninggoy sudah buat surat wasiat belum",https://x.com/mamakchayank/status/2027318056788308431,1,0,1,38,https://x.com/ThatSun510/status/2027208985368244337,0.07734802,,True,False,False,False
1964,ThatSun510,2026-02-27T11:26:20.000Z,wah kalau itu gk sampe nanya sejauh itu. yg info jg sodara di sana.,https://x.com/ThatSun510/status/2027344547282632875,0,0,0,31,https://x.com/ThatSun510/status/2027208985368244337,0.096729696,,True,False,False,True
1965,Akujodoh_kamu,2026-02-26T06:36:41.000Z,"Karena apa, ya karena pengaruh sekte antivak",https://x.com/Akujodoh_kamu/status/2026909264036741510,0,0,5,1,https://x.com/AymanAlatas/status/2026846172258906422,0.27430278,,True,True,True,False
